,gene_symbol,gene_id
13932,SLC25A46,ENSG00000164209.17
13933,SLC25A48,ENSG00000145832.15
13934,SLC25A5,ENSG00000005022.6
13935,SLC25A51,ENSG00000122696.14
13936,SLC25A53,ENSG00000269743.3
13937,SLC25A6,ENSG00000169100.14
13938,SLC25A6,ENSG00000169100.14_PAR_Y
13939,SLC26A1,ENSG00000145217.14
13940,SLC26A10,ENSG00000135502.19
13941,SLC26A11,ENSG00000181045.15
13942,SLC26A2,ENSG00000155850.8
13943,SLC26A4,ENSG00000091137.14
13944,SLC26A4-AS1,ENSG00000233705.7
13945,SLC26A5,ENSG00000170615.15
13946,SLC26A6,ENSG00000225697.13
13947,SLC26A7,ENSG00000147606.9
13948,SLC26A8,ENSG00000112053.14
13949,SLC26A9,ENSG00000174502.19
13950,SLC27A1,ENSG00000130304.17
13951,SLC27A2,ENSG00000140284.11
13952,SLC27A3,ENSG00000143554.14
13953,SLC27A4,ENSG00000167114.13
13954,SLC27A5,ENSG00000083807.10
13955,SLC27A6,ENSG00000113396.13
13956,SLC28A1,ENSG00000156222.12
13957,SLC28A2,ENSG00000137860.12
13958,SLC28A3,ENSG00000197506.8
13959,SLC29A1,ENSG00000112759.19
13960,SLC29A2,ENSG00000174669.12
13961,SLC29A3,ENSG00000198246.9
13962,SLC29A4,ENSG00000164638.11
13963,SLC2A1,ENSG00000117394.24
13964,SLC2A1-AS1,ENSG00000227533.6
13965,SLC2A10,ENSG00000197496.6
13966,SLC2A11,ENSG00000133460.19
13967,SLC2A12,ENSG00000146411.6
13968,SLC2A13,ENSG00000151229.13
13969,SLC2A14,ENSG00000173262.12
13970,SLC2A3,ENSG00000059804.16
13971,SLC2A4,ENSG00000181856.15
13972,SLC2A4RG,ENSG00000125520.14
13973,SLC2A5,ENSG00000142583.18
13974,SLC2A6,ENSG00000160326.14
13975,SLC2A8,ENSG00000136856.18
13976,SLC2A9,ENSG00000109667.12
13977,SLC30A1,ENSG00000170385.10
13978,SLC30A10,ENSG00000196660.11
13979,SLC30A2,ENSG00000158014.15
13980,SLC30A3,ENSG00000115194.11
13981,SLC30A4,ENSG00000104154.7
13982,SLC30A5,ENSG00000145740.19
13983,SLC30A6,ENSG00000152683.14
13984,SLC30A7,ENSG00000162695.12
13985,SLC30A8,ENSG00000164756.13
13986,SLC30A9,ENSG00000014824.14
13987,SLC31A1,ENSG00000136868.11
13988,SLC31A2,ENSG00000136867.11
13989,SLC32A1,ENSG00000101438.4
13990,SLC33A1,ENSG00000169359.16
13991,SLC34A1,ENSG00000131183.11
13992,SLC34A2,ENSG00000157765.13
13993,SLC35A1,ENSG00000164414.18
13994,SLC35A2,ENSG00000102100.16
13995,SLC35A3,ENSG00000117620.15
13996,SLC35A4,ENSG00000176087.16
13997,SLC35A5,ENSG00000138459.9
13998,SLC35B1,ENSG00000121073.15
13999,SLC35B2,ENSG00000157593.19
14000,SLC35B3,ENSG00000124786.12
14001,SLC35B4,ENSG00000205060.11
14002,SLC35C1,ENSG00000181830.9
14003,SLC35C2,ENSG00000080189.15
14004,SLC35D1,ENSG00000116704.8
14005,SLC35D2,ENSG00000130958.13
14006,SLC35E1,ENSG00000127526.15
14007,SLC35E2A,ENSG00000215790.8
14008,SLC35E2B,ENSG00000189339.12
14009,SLC35E3,ENSG00000175782.11
14010,SLC35E4,ENSG00000100036.13
14011,SLC35F1,ENSG00000196376.11
14012,SLC35F2,ENSG00000110660.15
14013,SLC35F3,ENSG00000183780.13
14014,SLC35F5,ENSG00000115084.15
14015,SLC35F6,ENSG00000213699.9
14016,SLC35G1,ENSG00000176273.15
14017,SLC35G2,ENSG00000168917.9
14018,SLC35G3,ENSG00000164729.7
14019,SLC35G5,ENSG00000177710.6
14020,SLC36A1,ENSG00000123643.13
14021,SLC36A4,ENSG00000180773.15
14022,SLC37A1,ENSG00000160190.14
14023,SLC37A2,ENSG00000134955.12
14024,SLC37A3,ENSG00000157800.18
14025,SLC37A4,ENSG00000137700.18
14026,SLC38A1,ENSG00000111371.16
14027,SLC38A10,ENSG00000157637.13
14028,SLC38A11,ENSG00000169507.9
14029,SLC38A2,ENSG00000134294.14
14030,SLC38A3,ENSG00000188338.15
14031,SLC38A4,ENSG00000139209.16
14032,SLC38A5,ENSG00000017483.15
14033,SLC38A6,ENSG00000139974.16
14034,SLC38A7,ENSG00000103042.9
14035,SLC38A9,ENSG00000177058.12
14036,SLC39A1,ENSG00000143570.19
14037,SLC39A10,ENSG00000196950.14
14038,SLC39A11,ENSG00000133195.11
14039,SLC39A12,ENSG00000148482.12
14040,SLC39A13,ENSG00000165915.14
14041,SLC39A14,ENSG00000104635.15
14042,SLC39A2,ENSG00000165794.10
14043,SLC39A3,ENSG00000141873.11
14044,SLC39A4,ENSG00000147804.10
14045,SLC39A5,ENSG00000139540.12
14046,SLC39A6,ENSG00000141424.13
14047,SLC39A7,ENSG00000112473.18
14048,SLC39A8,ENSG00000138821.14
14049,SLC39A9,ENSG00000029364.12
14050,SLC3A1,ENSG00000138079.14
14051,SLC3A2,ENSG00000168003.18
14052,SLC40A1,ENSG00000138449.11
14053,SLC41A1,ENSG00000133065.11
14054,SLC41A2,ENSG00000136052.10
14055,SLC41A3,ENSG00000114544.17
14056,SLC43A1,ENSG00000149150.9
14057,SLC43A2,ENSG00000167703.15
14058,SLC43A3,ENSG00000134802.18
14059,SLC44A1,ENSG00000070214.16
14060,SLC44A2,ENSG00000129353.15
14061,SLC44A3,ENSG00000143036.17
14062,SLC44A4,ENSG00000204385.13
14063,SLC44A5,ENSG00000137968.16
14064,SLC45A1,ENSG00000162426.16
14065,SLC45A3,ENSG00000158715.6
14066,SLC45A4,ENSG00000022567.10
14067,SLC46A1,ENSG00000076351.13
14068,SLC46A2,ENSG00000119457.8
14069,SLC46A3,ENSG00000139508.15
14070,SLC47A1,ENSG00000142494.13
14071,SLC47A2,ENSG00000180638.19
14072,SLC48A1,ENSG00000211584.14
14073,SLC49A3,ENSG00000169026.13
14074,SLC49A4,ENSG00000138463.9
14075,SLC4A1,ENSG00000004939.16
14076,SLC4A10,ENSG00000144290.17
14077,SLC4A11,ENSG00000088836.14
14078,SLC4A1AP,ENSG00000163798.13
14079,SLC4A2,ENSG00000164889.15
14080,SLC4A3,ENSG00000114923.17
14081,SLC4A4,ENSG00000080493.18
14082,SLC4A5,ENSG00000188687.17
14083,SLC4A7,ENSG00000033867.16
14084,SLC4A8,ENSG00000050438.17
14085,SLC4A9,ENSG00000113073.15
14086,SLC50A1,ENSG00000169241.19
14087,SLC51A,ENSG00000163959.10
14088,SLC51B,ENSG00000186198.4
14089,SLC52A1,ENSG00000132517.15
14090,SLC52A2,ENSG00000185803.12
14091,SLC52A3,ENSG00000101276.18
14092,SLC5A1,ENSG00000100170.10
14093,SLC5A10,ENSG00000154025.16
14094,SLC5A12,ENSG00000148942.15
14095,SLC5A2,ENSG00000140675.13
14096,SLC5A3,ENSG00000198743.7
14097,SLC5A4,ENSG00000100191.6
14098,SLC5A5,ENSG00000105641.4
14099,SLC5A6,ENSG00000138074.15
14100,SLC5A7,ENSG00000115665.9
14101,SLC5A8,ENSG00000256870.3
14102,SLC5A9,ENSG00000117834.13
14103,SLC66A1,ENSG00000040487.13
14104,SLC66A1L,ENSG00000174899.12
14105,SLC66A2,ENSG00000122490.19
14106,SLC66A3,ENSG00000162976.13
14107,SLC6A1,ENSG00000157103.12
14108,SLC6A11,ENSG00000132164.10
14109,SLC6A12,ENSG00000111181.13
14110,SLC6A13,ENSG00000010379.16
14111,SLC6A14,ENSG00000268104.3
14112,SLC6A15,ENSG00000072041.18
14113,SLC6A16,ENSG00000063127.16
14114,SLC6A20,ENSG00000163817.16
14115,SLC6A3,ENSG00000142319.18
14116,SLC6A4,ENSG00000108576.10
14117,SLC6A6,ENSG00000131389.18
14118,SLC6A7,ENSG00000011083.9
14119,SLC6A8,ENSG00000130821.17
14120,SLC6A9,ENSG00000196517.13
14121,SLC7A1,ENSG00000139514.13
14122,SLC7A10,ENSG00000130876.11
14123,SLC7A11,ENSG00000151012.13
14124,SLC7A14,ENSG00000013293.6
14125,SLC7A2,ENSG00000003989.18
14126,SLC7A4,ENSG00000099960.13
14127,SLC7A5,ENSG00000103257.9
14128,SLC7A6,ENSG00000103064.15
14129,SLC7A6OS,ENSG00000103061.13
14130,SLC7A7,ENSG00000155465.20
14131,SLC7A8,ENSG00000092068.20
14132,SLC7A9,ENSG00000021488.13
14133,SLC8A1,ENSG00000183023.18
14134,SLC8A1-AS1,ENSG00000227028.6
14135,SLC8A2,ENSG00000118160.14
14136,SLC8A3,ENSG00000100678.19
14137,SLC8B1,ENSG00000089060.12
14138,SLC9A1,ENSG00000090020.11
14139,SLC9A2,ENSG00000115616.3
14140,SLC9A3R1,ENSG00000109062.12
14141,SLC9A3R2,ENSG00000065054.14
14142,SLC9A5,ENSG00000135740.17
14143,SLC9A6,ENSG00000198689.13
14144,SLC9A7,ENSG00000065923.10
14145,SLC9A8,ENSG00000197818.12
14146,SLC9A9,ENSG00000181804.15
14147,SLC9B1,ENSG00000164037.17
14148,SLC9B2,ENSG00000164038.16
14149,SLC9C1,ENSG00000172139.15
14150,SLC9C2,ENSG00000162753.13
14151,SLCO1A2,ENSG00000084453.17
14152,SLCO1B3,ENSG00000111700.13
14153,SLCO1C1,ENSG00000139155.9
14154,SLCO2A1,ENSG00000174640.15
14155,SLCO2B1,ENSG00000137491.15
14156,SLCO3A1,ENSG00000176463.14
14157,SLCO4A1,ENSG00000101187.16
14158,SLCO4A1-AS1,ENSG00000232803.1
14159,SLCO4C1,ENSG00000173930.9
14160,SLCO5A1,ENSG00000137571.11
14161,SLF1,ENSG00000133302.13
14162,SLF2,ENSG00000119906.13
14163,SLFN11,ENSG00000172716.16
14164,SLFN12,ENSG00000172123.13
14165,SLFN12L,ENSG00000205045.11
14167,SLFN13,ENSG00000154760.14
14168,SLFN5,ENSG00000166750.10
14169,SLFNL1,ENSG00000171790.15
14170,SLFNL1-AS1,ENSG00000281207.1
14171,SLIRP,ENSG00000119705.10
14172,SLIT1,ENSG00000187122.17
14173,SLIT2,ENSG00000145147.20
14174,SLIT3,ENSG00000184347.15
14175,SLITRK2,ENSG00000185985.11
14176,SLITRK3,ENSG00000121871.4
14177,SLITRK4,ENSG00000179542.16
14178,SLITRK5,ENSG00000165300.8
14179,SLITRK6,ENSG00000184564.11
14180,SLK,ENSG00000065613.15
14181,SLMAP,ENSG00000163681.16
14182,SLN,ENSG00000170290.4
14183,SLPI,ENSG00000124107.5
14184,SLTM,ENSG00000137776.17
14185,SLU7,ENSG00000164609.10
14186,SLX1A,ENSG00000132207.18
14187,SLX1B,ENSG00000181625.17
14188,SLX4,ENSG00000188827.11
14189,SLX4IP,ENSG00000149346.15
14190,SLX9,ENSG00000160256
14191,SMAD1,ENSG00000170365.10
14192,SMAD2,ENSG00000175387.16
14193,SMAD3,ENSG00000166949.17
14194,SMAD4,ENSG00000141646.14
14195,SMAD5,ENSG00000113658.18
14196,SMAD5-AS1,ENSG00000164621.5
14197,SMAD6,ENSG00000137834.15
14198,SMAD7,ENSG00000101665.10
14199,SMAD9,ENSG00000120693.14
14200,SMAGP,ENSG00000170545.17
14201,SMAP1,ENSG00000112305.15
14202,SMAP2,ENSG00000084070.12
14203,SMARCA1,ENSG00000102038.16
14204,SMARCA2,ENSG00000080503.24
14205,SMARCA4,ENSG00000127616.20
14206,SMARCA5,ENSG00000153147.6
14207,SMARCA5-AS1,ENSG00000245112.2
14208,SMARCAD1,ENSG00000163104.18
14209,SMARCAL1,ENSG00000138375.13
14210,SMARCB1,ENSG00000099956.20
14211,SMARCC1,ENSG00000173473.11
14212,SMARCC2,ENSG00000139613.12
14213,SMARCD1,ENSG00000066117.15
14214,SMARCD2,ENSG00000108604.16
14215,SMARCD3,ENSG00000082014.17
14216,SMARCE1,ENSG00000073584.20
14217,SMC1A,ENSG00000072501.19
14218,SMC1B,ENSG00000077935.17
14219,SMC2,ENSG00000136824.19
14220,SMC2-DT,ENSG00000270332.2
14221,SMC3,ENSG00000108055.10
14222,SMC4,ENSG00000113810.16
14223,SMC5,ENSG00000198887.9
14224,SMC5-DT,ENSG00000268364.2
14225,SMC6,ENSG00000163029.16
14226,SMCHD1,ENSG00000101596.16
14227,SMCO2,ENSG00000165935.9
14228,SMCO3,ENSG00000179256.2
14229,SMCO4,ENSG00000166002.7
14230,SMCR2,ENSG00000223979.2
14231,SMCR5,ENSG00000226746.2
14232,SMCR8,ENSG00000176994.11
14233,SMDT1,ENSG00000183172.9
14234,SMG1,ENSG00000157106.17
14235,SMG5,ENSG00000198952.8
14236,SMG6,ENSG00000070366.14
14237,SMG7,ENSG00000116698.21
14238,SMG8,ENSG00000167447.13
14239,SMG9,ENSG00000105771.14
14240,SMIM1,ENSG00000235169.11
14241,SMIM10,ENSG00000184785.6
14242,SMIM10L1,ENSG00000256537.5
14243,SMIM10L2A,ENSG00000178947.9
14244,SMIM10L2B,ENSG00000196972.9
14245,SMIM11,ENSG00000205670
14246,SMIM11B,ENSG00000273590.4
14247,SMIM12,ENSG00000163866.9
14248,SMIM13,ENSG00000224531.6
14249,SMIM14,ENSG00000163683.12
14250,SMIM15,ENSG00000188725.8
14251,SMIM19,ENSG00000176209.12
14252,SMIM2-AS1,ENSG00000227258.6
14253,SMIM20,ENSG00000250317.8
14254,SMIM22,ENSG00000267795.6
14255,SMIM24,ENSG00000095932.7
14256,SMIM26,ENSG00000232388.5
14257,SMIM27,ENSG00000235453.11
14258,SMIM29,ENSG00000186577.14
14259,SMIM3,ENSG00000256235.3
14260,SMIM30,ENSG00000214194.9
14261,SMIM31,ENSG00000248771.5
14262,SMIM4,ENSG00000168273.8
14263,SMIM43,ENSG00000164112.14
14264,SMIM5,ENSG00000204323.5
14265,SMIM6,ENSG00000259120.3
14266,SMIM7,ENSG00000214046.9
14267,SMIM8,ENSG00000111850.11
14268,SMKR1,ENSG00000240204.3
14269,SMN1,ENSG00000172062.17
14270,SMN2,ENSG00000205571.14
14271,SMNDC1,ENSG00000119953.14
14272,SMO,ENSG00000128602.11
14273,SMOC1,ENSG00000198732.11
14274,SMOC2,ENSG00000112562.19
14275,SMOX,ENSG00000088826.18
14276,SMPD1,ENSG00000166311.10
14277,SMPD2,ENSG00000135587.9
14278,SMPD3,ENSG00000103056.12
14279,SMPD4,ENSG00000136699.20
14280,SMPDL3A,ENSG00000172594.13
14281,SMPDL3B,ENSG00000130768.15
14282,SMPX,ENSG00000091482.8
14283,SMS,ENSG00000102172.16
14284,SMTN,ENSG00000183963.19
14285,SMTNL2,ENSG00000188176.12
14286,SMU1,ENSG00000122692.9
14287,SMUG1,ENSG00000123415.16
14288,SMURF1,ENSG00000198742.10
14289,SMURF2,ENSG00000108854.16
14290,SMYD2,ENSG00000143499.14
14291,SMYD3,ENSG00000185420.19
14292,SMYD4,ENSG00000186532.12
14293,SMYD5,ENSG00000135632.12
14294,SNAI1,ENSG00000124216.4
14295,SNAI2,ENSG00000019549.13
14296,SNAI3,ENSG00000185669.6
14297,SNAI3-AS1,ENSG00000260630.7
14298,SNAP23,ENSG00000092531.10
14299,SNAP25,ENSG00000132639.13
14300,SNAP25-AS1,ENSG00000227906.8
14301,SNAP29,ENSG00000099940.12
14302,SNAP47,ENSG00000143740.15
14303,SNAP91,ENSG00000065609.14
14304,SNAPC1,ENSG00000023608.5
14305,SNAPC2,ENSG00000104976.12
14306,SNAPC3,ENSG00000164975.15
14307,SNAPC4,ENSG00000165684.5
14308,SNAPC5,ENSG00000174446.13
14309,SNAPIN,ENSG00000143553.11
14310,SNCA,ENSG00000145335.17
14311,SNCAIP,ENSG00000064692.20
14312,SNCG,ENSG00000173267.14
14313,SND1,ENSG00000197157.11
14314,SND1-IT1,ENSG00000279078.1
14315,SNED1,ENSG00000162804.14
14316,SNF8,ENSG00000159210.10
14317,SNHG10,ENSG00000247092.7
14318,SNHG12,ENSG00000197989.14
14319,SNHG15,ENSG00000232956.9
14320,SNHG18,ENSG00000250786.2
14321,SNHG19,ENSG00000260260.1
14322,SNHG21,ENSG00000250988.7
14323,SNHG22,ENSG00000267322.2
14324,SNHG25,ENSG00000266402.3
14325,SNHG32,ENSG00000204387.14
14326,SNHG7,ENSG00000233016.7
14327,SNHG8,ENSG00000269893.8
14328,SNHG9,ENSG00000255198.4
14329,SNIP1,ENSG00000163877.11
14330,SNN,ENSG00000184602.6
14331,SNORC,ENSG00000182600.9
14332,SNPH,ENSG00000101298.15
14333,SNRK,ENSG00000163788.14
14334,SNRK-AS1,ENSG00000234617.2
14335,SNRNP200,ENSG00000144028.15
14336,SNRNP25,ENSG00000161981.11
14337,SNRNP27,ENSG00000124380.11
14338,SNRNP35,ENSG00000184209.15
14339,SNRNP40,ENSG00000060688.13
14340,SNRNP48,ENSG00000168566.13
14341,SNRNP70,ENSG00000104852.15
14342,SNRPA,ENSG00000077312.9
14343,SNRPA1,ENSG00000131876.17
14344,SNRPB,ENSG00000125835.19
14345,SNRPB2,ENSG00000125870.11
14346,SNRPC,ENSG00000124562.10
14347,SNRPD1,ENSG00000167088.11
14348,SNRPD2,ENSG00000125743.11
14349,SNRPD3,ENSG00000100028.12
14350,SNRPE,ENSG00000182004.13
14351,SNRPF,ENSG00000139343.10
14352,SNRPG,ENSG00000143977.14
14353,SNRPN,ENSG00000128739.23
14354,SNTA1,ENSG00000101400.6
14355,SNTB1,ENSG00000172164.15
14356,SNTB2,ENSG00000168807.16
14357,SNTG2,ENSG00000172554.12
14358,SNTN,ENSG00000188817.8
14359,SNU13,ENSG00000100138.15
14360,SNUPN,ENSG00000169371.14
14361,SNURF,ENSG00000273173.5
14362,SNW1,ENSG00000100603.14
14363,SNX1,ENSG00000028528.15
14364,SNX10,ENSG00000086300.16
14365,SNX11,ENSG00000002919.15
14366,SNX12,ENSG00000147164.12
14367,SNX13,ENSG00000071189.21
14368,SNX14,ENSG00000135317.14
14369,SNX15,ENSG00000110025.13
14370,SNX16,ENSG00000104497.14
14371,SNX17,ENSG00000115234.11
14372,SNX18,ENSG00000178996.14
14373,SNX19,ENSG00000120451.11
14374,SNX2,ENSG00000205302.7
14375,SNX20,ENSG00000167208.15
14376,SNX21,ENSG00000124104.19
14377,SNX22,ENSG00000157734.14
14378,SNX24,ENSG00000064652.11
14379,SNX25,ENSG00000109762.16
14380,SNX27,ENSG00000143376.14
14381,SNX29,ENSG00000048471.14
14382,SNX3,ENSG00000112335.15
14383,SNX30,ENSG00000148158.17
14384,SNX31,ENSG00000174226.9
14385,SNX32,ENSG00000172803.18
14386,SNX33,ENSG00000173548.9
14387,SNX4,ENSG00000114520.11
14388,SNX5,ENSG00000089006.17
14389,SNX6,ENSG00000129515.20
14390,SNX7,ENSG00000162627.17
14391,SNX8,ENSG00000106266.11
14392,SNX9,ENSG00000130340.17
14393,SOAT1,ENSG00000057252.13
14394,SOAT2,ENSG00000167780.12
14395,SOBP,ENSG00000112320.12
14396,SOCS1,ENSG00000185338.7
14397,SOCS2,ENSG00000120833.14
14398,SOCS3,ENSG00000184557.4
14399,SOCS4,ENSG00000180008.9
14400,SOCS5,ENSG00000171150.9
14401,SOCS6,ENSG00000170677.6
14402,SOCS7,ENSG00000274211.6
14403,SOD1,ENSG00000142168.15
14404,SOD2,ENSG00000112096.19
14405,SOD3,ENSG00000109610.6
14406,SOGA1,ENSG00000149639.15
14407,SOHLH2,ENSG00000120669.16
14408,SON,ENSG00000159140.21
14409,SORBS1,ENSG00000095637.23
14410,SORBS2,ENSG00000154556.18
14411,SORBS3,ENSG00000120896.14
14412,SORCS1,ENSG00000108018.16
14413,SORCS2,ENSG00000184985.16
14414,SORD,ENSG00000140263.15
14415,SORL1,ENSG00000137642.13
14416,SORT1,ENSG00000134243.12
14417,SOS1,ENSG00000115904.14
14418,SOS2,ENSG00000100485.12
14419,SOST,ENSG00000167941.3
14420,SOSTDC1,ENSG00000171243.8
14421,SOWAHA,ENSG00000198944.6
14422,SOWAHB,ENSG00000186212.4
14423,SOWAHC,ENSG00000198142.5
14424,SOWAHD,ENSG00000187808.5
14425,SOX11,ENSG00000176887.7
14426,SOX12,ENSG00000177732.9
14427,SOX13,ENSG00000143842.15
14428,SOX15,ENSG00000129194.8
14429,SOX17,ENSG00000164736.6
14430,SOX18,ENSG00000203883.7
14431,SOX2,ENSG00000181449.4
14432,SOX21,ENSG00000125285.6
14433,SOX21-AS1,ENSG00000227640.3
14434,SOX30,ENSG00000039600.11
14435,SOX4,ENSG00000124766.7
14436,SOX5,ENSG00000134532.19
14437,SOX6,ENSG00000110693.19
14438,SOX7,ENSG00000171056.8
14439,SOX8,ENSG00000005513.10
14440,SOX9,ENSG00000125398.8
14441,SP1,ENSG00000185591.10
14442,SP100,ENSG00000067066.17
14443,SP110,ENSG00000135899.19
14444,SP140,ENSG00000079263.19
14445,SP140L,ENSG00000185404.17
14446,SP2,ENSG00000167182.15
14447,SP2-AS1,ENSG00000234494.7
14448,SP3,ENSG00000172845.18
14449,SP4,ENSG00000105866.15
14450,SP5,ENSG00000204335.4
14451,SP6,ENSG00000189120.5
14452,SP8,ENSG00000164651.17
14453,SPA17,ENSG00000064199.7
14454,SPAAR,ENSG00000235387.5
14455,SPACA3,ENSG00000141316.13
14456,SPACA6-AS1,ENSG00000269959
14457,SPACA9,ENSG00000165698.16
14458,SPAG1,ENSG00000104450.13
14459,SPAG16,ENSG00000144451.19
14460,SPAG17,ENSG00000155761.14
14461,SPAG4,ENSG00000061656.11
14462,SPAG5,ENSG00000076382.17
14463,SPAG6,ENSG00000077327.16
14464,SPAG7,ENSG00000091640.8
14465,SPAG8,ENSG00000137098.14
14466,SPAG9,ENSG00000008294.21
14467,SPARC,ENSG00000113140.11
14468,SPARCL1,ENSG00000152583.13
14469,SPART,ENSG00000133104.14
14470,SPART-AS1,ENSG00000120664.11
14471,SPAST,ENSG00000021574.13
14472,SPATA12,ENSG00000186451.2
14473,SPATA13,ENSG00000182957.16
14475,SPATA13-AS1,ENSG00000227213.1
14476,SPATA17,ENSG00000162814.11
14477,SPATA18,ENSG00000163071.11
14478,SPATA2,ENSG00000158480.11
14479,SPATA20,ENSG00000006282.21
14480,SPATA21,ENSG00000187144.11
14481,SPATA22,ENSG00000141255.13
14482,SPATA24,ENSG00000170469.11
14483,SPATA2L,ENSG00000158792.16
14484,SPATA32,ENSG00000184361.13
14485,SPATA33,ENSG00000167523.15
14486,SPATA4,ENSG00000150628.7
14487,SPATA41,ENSG00000189419.8
14488,SPATA45,ENSG00000185523.6
14489,SPATA48,ENSG00000164500.7
14490,SPATA5,ENSG00000145375.9
14491,SPATA5L1,ENSG00000171763.20
14492,SPATA6,ENSG00000132122.12
14493,SPATA6L,ENSG00000106686.17
14494,SPATA7,ENSG00000042317.17
14495,SPATA9,ENSG00000145757.16
14496,SPATC1,ENSG00000186583.12
14497,SPATC1L,ENSG00000160284.15
14498,SPATS2,ENSG00000123352.18
14499,SPATS2L,ENSG00000196141.14
14500,SPC24,ENSG00000161888.11
14501,SPC25,ENSG00000152253.9
14502,SPCS1,ENSG00000114902.14
14503,SPCS2,ENSG00000118363.12
14504,SPCS3,ENSG00000129128.13
14505,SPDEF,ENSG00000124664.11
14506,SPDL1,ENSG00000040275.17
14507,SPDYA,ENSG00000163806.16
14508,SPDYE1,ENSG00000136206.4
14509,SPDYE16,ENSG00000185040.13
14510,SPDYE3,ENSG00000214300.7
14511,SPDYE5,ENSG00000170092.14
14512,SPECC1,ENSG00000128487.18
14513,SPECC1L,ENSG00000100014.20
14514,SPEF1,ENSG00000101222.12
14515,SPEF2,ENSG00000152582.14
14516,SPEG,ENSG00000072195.15
14517,SPEN,ENSG00000065526.12
14518,SPESP1,ENSG00000258484.4
14519,SPG11,ENSG00000104133.16
14520,SPG21,ENSG00000090487.11
14521,SPG7,ENSG00000197912.16
14522,SPHK1,ENSG00000176170.14
14523,SPHK2,ENSG00000063176.16
14524,SPI1,ENSG00000066336.12
14525,SPIB,ENSG00000269404.7
14526,SPICE1,ENSG00000163611.11
14527,SPIDR,ENSG00000164808.17
14528,SPIN1,ENSG00000106723.17
14529,SPIN2A,ENSG00000147059.8
14530,SPIN2B,ENSG00000186787.10
14531,SPIN3,ENSG00000204271.13
14532,SPIN4,ENSG00000186767.7
14533,SPINDOC,ENSG00000168005.9
14534,SPINK1,ENSG00000164266.11
14535,SPINK13,ENSG00000214510.10
14536,SPINK2,ENSG00000128040.11
14537,SPINK4,ENSG00000122711.9
14538,SPINK5,ENSG00000133710.16
14539,SPINK6,ENSG00000178172.7
14540,SPINK7,ENSG00000145879.11
14541,SPINK9,ENSG00000204909.8
14542,SPINT1,ENSG00000166145.15
14543,SPINT2,ENSG00000167642.13
14544,SPIRE1,ENSG00000134278.15
14545,SPIRE2,ENSG00000204991.11
14546,SPN,ENSG00000197471.12
14547,SPNS1,ENSG00000169682.18
14548,SPNS2,ENSG00000183018.9
14549,SPNS3,ENSG00000182557.8
14550,SPOCD1,ENSG00000134668.12
14551,SPOCK1,ENSG00000152377.14
14552,SPOCK2,ENSG00000107742.13
14553,SPOCK3,ENSG00000196104.11
14554,SPON1,ENSG00000262655.4
14555,SPON2,ENSG00000159674.12
14556,SPOP,ENSG00000121067.19
14557,SPOPL,ENSG00000144228.9
14558,SPOUT1,ENSG00000198917.13
14559,SPP1,ENSG00000118785.15
14560,SPPL2A,ENSG00000138600.10
14561,SPPL2B,ENSG00000005206.17
14562,SPPL3,ENSG00000157837.16
14563,SPR,ENSG00000116096.6
14564,SPRED1,ENSG00000166068.13
14565,SPRED2,ENSG00000198369.10
14566,SPRED3,ENSG00000188766.12
14567,SPRING1,ENSG00000111412.6
14568,SPRN,ENSG00000203772.7
14569,SPRR1A,ENSG00000169474.4
14570,SPRR1B,ENSG00000169469.9
14571,SPRR2A,ENSG00000241794.2
14572,SPRR2D,ENSG00000163216.7
14573,SPRR2E,ENSG00000203785.9
14574,SPRR2F,ENSG00000244094.2
14575,SPRR3,ENSG00000163209.15
14576,SPRTN,ENSG00000010072.16
14577,SPRY1,ENSG00000164056.11
14578,SPRY2,ENSG00000136158.12
14579,SPRY3,ENSG00000168939.12
14580,SPRY4,ENSG00000187678.10
14581,SPRYD3,ENSG00000167778.9
14582,SPRYD4,ENSG00000176422.14
14583,SPRYD7,ENSG00000123178.15
14584,SPSB1,ENSG00000171621.14
14585,SPSB2,ENSG00000111671.10
14586,SPSB3,ENSG00000162032.16
14587,SPSB4,ENSG00000175093.5
14588,SPTA1,ENSG00000163554.15
14589,SPTAN1,ENSG00000197694.18
14590,SPTB,ENSG00000070182.21
14591,SPTBN1,ENSG00000115306.16
14592,SPTBN2,ENSG00000173898.15
14593,SPTBN4,ENSG00000160460.16
14594,SPTBN5,ENSG00000137877.10
14595,SPTLC1,ENSG00000090054.15
14596,SPTLC2,ENSG00000100596.7
14597,SPTLC3,ENSG00000172296.13
14598,SPTSSA,ENSG00000165389.7
14599,SPTSSB,ENSG00000196542.8
14600,SPTY2D1,ENSG00000179119.15
14601,SPTY2D1OS,ENSG00000247595.4
14602,SPX,ENSG00000134548.11
14603,SQLE,ENSG00000104549.12
14604,SQOR,ENSG00000137767.14
14605,SQSTM1,ENSG00000161011.20
14606,SRA1,ENSG00000213523.12
14607,SRARP,ENSG00000183888.4
14608,SRBD1,ENSG00000068784.13
14609,SRC,ENSG00000197122.12
14610,SRCAP,ENSG00000080603.17
14611,SRCIN1,ENSG00000277363.5
14612,SRD5A1,ENSG00000145545.12
14613,SRD5A2,ENSG00000277893.2
14614,SRD5A3,ENSG00000128039.13
14615,SREBF1,ENSG00000072310.18
14616,SREBF2,ENSG00000198911.12
14617,SREK1,ENSG00000153914.16
14618,SREK1IP1,ENSG00000153006.16
